0.01692286	5	-0.1757709	1.838621	21.27458	0.9982058	-0.0008053061	-0.0155103	0.05782758
1.029619	5	-2.778008	1.819156	44.21807	0.9943805	-0.005943005	-0.0831097	0.06530517
2.030684	5	-7.708447	1.809209	71.6291	0.9952531	-0.002455266	-0.09373346	0.0260657
3.041547	5	-13.47479	1.972917	103.1192	0.9958478	0.002282026	-0.0871909	-0.02606991
4.052497	5	-19.78424	5.029351	138.5698	0.9955114	-0.002385652	-0.09093729	0.02611047
5.063448	5	-26.88628	3.75971	175.715	0.9948705	-0.002558798	-0.09771152	0.02605159
6.065196	5	-33.69843	9.968828	208.7948	0.9940879	-0.00275993	-0.1053766	0.02603105
7.076337	5	-40.994	21.16168	241.5863	0.9938411	0.00159474	-0.1098665	-0.01437841
8.087037	5	-48.31988	20.84472	277.5403	0.9936702	0.005985269	-0.09133717	-0.06512649
9.098098	5	-55.25579	11.35528	315.1738	0.9947884	-0.003708882	-0.09403963	0.03922917
10.11373	5	-62.54317	1.838685	355.0858	0.9667916	0.01912232	-0.07078751	-0.2448215
11.12485	4	-63.07248	2.118004	396.0847	0.8788711	-0.003405547	-0.01277021	0.4768761
12.13556	4	-69.47828	1.911778	438.5616	0.9956354	-0.002324288	-0.08946045	0.02648669
13.14651	4	-76.65492	1.809552	481.722	0.9921564	0.007342465	-0.0710434	-0.1025902
14.14988	4	-84.21589	1.810061	524.4232	0.8655151	-0.06755842	-0.1236123	0.4806656
15.16082	4	-104.7644	1.838741	562.7558	0.8112768	-0.1712009	-0.2909509	0.477355
16.172	4	-136.3248	1.85883	594.801	0.9142361	-0.03434911	-0.3959124	0.07903043
17.18271	4	-168.0468	1.787956	625.7122	0.883454	0.1160563	-0.3475153	-0.2920157
18.19367	4	-193.7961	2.232872	662.7529	0.8408526	0.1098321	-0.1858965	-0.496333
19.1969	4	-203.1772	1.976077	702.213	0.8618697	0.001240943	-0.001593942	-0.5071259
20.2077	3	-195.1292	1.805786	730.3046	0.821406	-0.153099	0.2609888	-0.4834643
21.21865	3	-173.3374	1.811097	744.8378	0.6908536	-0.3033589	0.5153089	-0.4063883
22.2303	3	-141.77	1.844192	744.7884	0.5976086	-0.262891	0.7268152	-0.2132885
23.23393	3	-107.9842	1.830701	736.397	0.5990397	-0.08989562	0.7927518	-0.06793201
